Masjid;stars;name;text
Atta'awun Puncak Mosque;5;skrg kamsoy;
Atta'awun Puncak Mosque;5;Roni Afriadi;
Atta'awun Puncak Mosque;5;Widi Muhamad;
Atta'awun Puncak Mosque;5;dadang sujatmiko;Masjid yang adem,...
Atta'awun Puncak Mosque;5;Hasan Isan;Tempat ibadah dan ngeres yg nyaman
Atta'awun Puncak Mosque;5;RW Family (Rendy);
Atta'awun Puncak Mosque;5;Saiful Pc;
Atta'awun Puncak Mosque;5;Maulana Ishak;Masjid yang menjadi icon puncak bogor ini,, semoga di renovasi kembali soalnya pas terkahir sya kesana ada plaponnya sudah mulai terlepas dan paving bloknya sudah tidak rata dan catnya sudah mulai terlihat kusam,,
Atta'awun Puncak Mosque;5;Kangprabu Cherbond;Sejuk dan adem
Atta'awun Puncak Mosque;5;Aan sunandar;
Atta'awun Puncak Mosque;5;Sendi Febrian;
Atta'awun Puncak Mosque;5;Trisno Jogja Flasher;Sholat Shubuh disini, Alhamdulillah bersih, sejuk, parkir luas, petugas ramah
Atta'awun Puncak Mosque;5;Wisnu Purbaya;
Atta'awun Puncak Mosque;4;Axzel Maximillian Hanaco;"Sangat memadai untuk shalat Jumat, ruangan lega buat jemaah wanita dan pria.

Lebih bagusnya kalau toilet memang jangan dipakai setiap jam 8-11 pagi, karena dibersihkan terlebih dahulu. Dulu, setiap saya shalat Jumat disini, toilet sedikit bau karena pengunjung masih memakai toilet sebelum waktu Dzuhur dan belum sempat dibersihkan, sekarang toilet tersebut sudah teratur.

Kekurangannya, mungkin, menurutku, adalah banyak antrian toilet pria dan wanita yang sedikit memakan waktu buat buang air, saking banyak wisatawan luar Bogor yang hendak berwisata di kawasan ini, sebelum shalat Jumat.

Tapi dari semua pendapatku, ini masjid yang direkomendasikan buat wisatawan yang hendak melepas penat di Puncak"
Atta'awun Puncak Mosque;5;widodo makmur;"Masjid legendaris jamaahnya selalu Ramai
Banyak kuliner yg enak dan harga receh...."
Atta'awun Puncak Mosque;5;Takdir Budi;
Atta'awun Puncak Mosque;5;Humairotur Rosyiqoh;
Atta'awun Puncak Mosque;5;agus nur salim;
Atta'awun Puncak Mosque;5;Budiman Rachmat Ginanjar;
Atta'awun Puncak Mosque;5;Loro Febri Prasojo;"Liburan JANGAN LUPA SHOLAT
Masjid dengan sejuta kenangan
Dari zaman naik bus, naik motor naik mobil semua ada kenangannya"
Atta'awun Puncak Mosque;5;Shindi Dewi;Masjid yg masih berdiri kokoh di puncak 👍👍
Atta'awun Puncak Mosque;5;Kholis Mahendra;Asik dan nyaman pemandangan oke
Atta'awun Puncak Mosque;5;Nazwa Kamilah;
Atta'awun Puncak Mosque;5;Adiyatma Nugraha;"Masjid at ta'awun.. dingin banget airnya, cuacanya syahdu.. mendung plus gerimis.. sholat Dzuhur disini.. nungguin one way arah Jakarta..
Di dalam masjidnya hangat, lantai nya dari kayu.. Masya Allah.. ga bosen2 pengen kesini lagi..."
Atta'awun Puncak Mosque;5;Johan Wahyudi;
Atta'awun Puncak Mosque;5;Woro Pekerti;Tempat favorit tiap kepuncak, gapunya tujuan pun pasti ujung²nya kesini. Tempatnya adem, sejuk nd bersih.
Atta'awun Puncak Mosque;5;emirel bisri;
Atta'awun Puncak Mosque;5;Alisan Bojong Gede;
Atta'awun Puncak Mosque;5;Arazka Firza;Dingin banget suasananya
Atta'awun Puncak Mosque;5;Karti Aja;
Atta'awun Puncak Mosque;5;Annisa Bilqisti;
Atta'awun Puncak Mosque;5;Panji Asmoro;Bagus buat ngadem
Atta'awun Puncak Mosque;5;Cupit Tsani;Mesjid ternyaman di Puncak...
Atta'awun Puncak Mosque;5;lyvia arunee;
Atta'awun Puncak Mosque;5;Danil Wirawan;Tempat kesukaan
Atta'awun Puncak Mosque;5;Widi;Adem dingin
Atta'awun Puncak Mosque;5;Dina Inovasims;Sejuk n tenang
Atta'awun Puncak Mosque;5;wahyuni sari;
Atta'awun Puncak Mosque;5;denni supriyadi;
Atta'awun Puncak Mosque;5;Mahrul Mahrufi;Tempat yang indah
Atta'awun Puncak Mosque;5;Eragon Tebe;MasyaAllah wajib mampir kesini tempat paling indah di puncak bogor sebaik baik tempat untuk singgah ialah masjidnya Allah
Atta'awun Puncak Mosque;5;Atta Racing;
Atta'awun Puncak Mosque;5;Muhammad Abdan Syakuro;Sejuk, asri, nyaman & religius
Atta'awun Puncak Mosque;5;arief muhammad;
Atta'awun Puncak Mosque;5;Vira Aulia Nisa;
Atta'awun Puncak Mosque;5;Puspasari Nyoman;Nongki di sini gegara macet buka tutup, tapi lumayan terobati dgn pemandangan yg okee banget
Atta'awun Puncak Mosque;5;fika Ayu;Icon puncak bogor ♡
Atta'awun Puncak Mosque;5;Danang angkasa;
Atta'awun Puncak Mosque;4;Annisaa Zalza;
Atta'awun Puncak Mosque;5;ababababc d;masjid seribu kenangan
Atta'awun Puncak Mosque;5;Medi Saputra;
Atta'awun Puncak Mosque;5;Suspita Bella;
Atta'awun Puncak Mosque;4;Bakhtiar Tiar;
Atta'awun Puncak Mosque;5;abu zaid praktisi ruqyah;
Atta'awun Puncak Mosque;5;linda nurmalinda;
Atta'awun Puncak Mosque;5;Ismail Hamka Qordhowi;
Atta'awun Puncak Mosque;5;catatan si kalan;
Atta'awun Puncak Mosque;5;Taufiqur Rahman;
Atta'awun Puncak Mosque;5;Lita;Tempatnya dingin banget kalo malem tapi enak apalagi kalo sambil ngopi panas, suhu bisa 14-15°C di atta'wun, kalo yang gak kuat dingin, mending bawa jaket yg tebal sama kaos kaki.
Atta'awun Puncak Mosque;4;Lini Marda;Seru
Atta'awun Puncak Mosque;5;hardi ardhiansyah;
Atta'awun Puncak Mosque;5;erwin syah;Selalu indah dan sejuk pemandangan dr masjid atta'Awun ini,
Atta'awun Puncak Mosque;5;Abu Zanjabil;Masjid yg sangat nyaman, suasananya menyenangkan
Atta'awun Puncak Mosque;5;T Satrio J;
Atta'awun Puncak Mosque;5;Ratna Sari;
Atta'awun Puncak Mosque;5;Chaidir Rahman apa ibeat 1821;
Atta'awun Puncak Mosque;5;Guruh Munzir;
Atta'awun Puncak Mosque;5;Ridwanuloh;
Atta'awun Puncak Mosque;5;Fatah Fadilah;"Masuk cuma bayar parkiran. Ada penitipan sepatu atau sandal, ada juga warung makan dan warung kantin. Adem dan nyaman saat sholat di mesjid atta""awun Puncak."
Atta'awun Puncak Mosque;5;rizki amalia;
Atta'awun Puncak Mosque;5;Agus Wahyudi;
Atta'awun Puncak Mosque;5;Hairul Rida;
Atta'awun Puncak Mosque;5;Arkanjani;Mampir ke mesjid terkenal di puncak mesjid atta'Awun
Atta'awun Puncak Mosque;5;Ridwan;The greatest mosque in Puncak area
Atta'awun Puncak Mosque;5;Chitra;
Atta'awun Puncak Mosque;5;On Liung;
Atta'awun Puncak Mosque;4;Santo Jaya;
Atta'awun Puncak Mosque;5;Bintang Al Farizi;dingin poll
Atta'awun Puncak Mosque;5;wahyudin;
Atta'awun Puncak Mosque;5;Muhammad Ihsan;
Atta'awun Puncak Mosque;5;ANNA KARTIKA;
Atta'awun Puncak Mosque;5;andy afrizal;
Atta'awun Puncak Mosque;5;ence ali sajidin;
Atta'awun Puncak Mosque;5;Arno Setiawan;Sejuk banget.tempat nya bersih
Atta'awun Puncak Mosque;5;Arfan Electronic;Tempat yg indah
Atta'awun Puncak Mosque;5;Bambang Sailendra;
Atta'awun Puncak Mosque;5;Tri Apriyatno;Sejuk dan tidak semrawut seperti dulu, sudah jauh lebih rapih
Atta'awun Puncak Mosque;5;Nani Nani rosa;
Atta'awun Puncak Mosque;5;Rini Nurinay;"Salah satu iconnya puncak, ngerasa belum sampai puncak kalo belum lewatin masjid Atta'awun ini. Dari tahun 2000an gak ada yg berubah vibesnya masih sama, cuma tempat parkirnya aja yg penuh dan sempit.

Tempat wudhu dan toilet bersih, mukena bersih gak bau, karpet solat nyaman, ada layanan seduh teh kopi sendiri, kolam ikan, sungai mini buat anak2 main air, cuma emang lebih luas teras masjidnya dibanding tempat buat solatnya, tarif parkir motor 6 ribu."
Atta'awun Puncak Mosque;5;Bunda Karneli;
Atta'awun Puncak Mosque;5;Nouval Dwi Rachman Syah;
Atta'awun Puncak Mosque;5;Gus Gunawan;
Atta'awun Puncak Mosque;5;Yusuf Yusuf;
Atta'awun Puncak Mosque;5;M Rizki Ar;Tempat nyaman untuk merenung, istirahat sholat, makan, nongkrong atau sekedar ngopi setelah sholat
Atta'awun Puncak Mosque;5;Anie;
Atta'awun Puncak Mosque;5;widy anggoro;
Atta'awun Puncak Mosque;5;sang fajar;
Atta'awun Puncak Mosque;5;Riadianto Dian;
Atta'awun Puncak Mosque;5;Merry Maryana;Seru banget di halaman nya bisa berenang dan jajan 24 jam
Atta'awun Puncak Mosque;5;Meta Nursita;
Atta'awun Puncak Mosque;5;Rizki Akbar Pratama;
Atta'awun Puncak Mosque;5;Wirdiyana Putri.A;
Atta'awun Puncak Mosque;5;Tri Raharjo;
Atta'awun Puncak Mosque;5;DEDE DAUD;
Atta'awun Puncak Mosque;5;Sudrajat Ajat;Kenikmatan shalat magrib setelah melihat matahari tembenam
Atta'awun Puncak Mosque;5;Siti Khumairoh;
Atta'awun Puncak Mosque;4;Abdul Hakim;Seru buat main sama keluarga, bisa main air kalo bawa anak kecil, cuaca sejuk cocok untuk istirahat
Atta'awun Puncak Mosque;5;Farhan Lauda;
Atta'awun Puncak Mosque;5;Ilham Zulqornaen;Sebuah konsep masjid yang dibangun di dataran tinggi puncak yang menawarkan pemandangan yang sangat indah, disisi lain arsitektur masjid dan sekitarnya yang dibuat sedemikian estetiknya menambahkan kesan nyaman untuk sejenak rahat bersama keluarga setelah berkendara di puncak.
Atta'awun Puncak Mosque;5;Iyank Nurdiyansyah;"Masjid yang selalu jadi tempat tujuan untuk solat jika mau arah nail atau turun melewati masjid ini, sekalian untuk rehat sejenak sebelum melanjutkan kembali perjalanan.
Suasana yang sangat indah setelah solat bisa nyantai di halaman masjid bisa sambil makan atau minum dapat beli atau bawaan sendiri, yang pasti jangan buang sampah sembarngn tetap jaga lingkungan ya buat para pengunjung 😇"
Atta'awun Puncak Mosque;4;duddy dhye;
Atta'awun Puncak Mosque;5;Iwan Setiawan;Masjid yg saya lihat di video clip 2002, alhamdulillah bisa shalat di sana setelah 20 tahun kemudian. Ma sya Allah
Atta'awun Puncak Mosque;5;Udin 2017;
Atta'awun Puncak Mosque;5;Wilmalia Ananda;
Atta'awun Puncak Mosque;5;Mahesa Bamburaga;Masjid yang nyaman dan sejuk :)
Atta'awun Puncak Mosque;5;Farkhi Fahrurrozi;
Atta'awun Puncak Mosque;5;widiastuty;Adem.. ibadah sambil rekreasi
Atta'awun Puncak Mosque;5;MUHAMAD SOBRI;
Atta'awun Puncak Mosque;5;Agung Prayitno;
Atta'awun Puncak Mosque;4;Titania Al anwar;
Atta'awun Puncak Mosque;5;dedyse defana satria;Alhamdulillah sudah ada kajian sunah
Atta'awun Puncak Mosque;5;yundi ruchstiadi;
Atta'awun Puncak Mosque;5;Dhi Wahyu;
Atta'awun Puncak Mosque;5;Rief AMD;Allhamdulillah bisa mampir untuk jumatan masjid nya adem Sejuk
Atta'awun Puncak Mosque;5;ابو فيصل;مسجد جميل جدا وفي موقع متميز صلينا الجمعة فيه نسأل الله أن يتقبل منا ومنكم
Atta'awun Puncak Mosque;5;Roy Rafiq;
Atta'awun Puncak Mosque;5;سليمان العنزي;
Atta'awun Puncak Mosque;5;Sam Batavia;Lingkungan masyarakat hangat
Atta'awun Puncak Mosque;5;Asep Kusnendi;Shalat jum'at sambil wisata religi, kuliner juga banyak. Suejuk....mantab
Atta'awun Puncak Mosque;5;Agus Pujianto;
Atta'awun Puncak Mosque;5;Hasli Purnama;Udaranya dingin tempatnya nyaman rekomended.
Atta'awun Puncak Mosque;5;indra bayu permana;Akhirnya MBI bisa mengadakan kajian sunnah disini, bisa sunmori berpahala insyaallah
Atta'awun Puncak Mosque;5;Ende Rosadi;Ok
Atta'awun Puncak Mosque;5;Fahrozi Dahlan;tempat ibadah sambil santai bersama keluarga
Atta'awun Puncak Mosque;5;Amirudin Ubay chanel;
Atta'awun Puncak Mosque;4;Bapaknya Harits;
Atta'awun Puncak Mosque;5;Rafa gamer;
Atta'awun Puncak Mosque;5;labib rahman;Tempat ternyaman kalau mau shalat di puncak 🥰
Atta'awun Puncak Mosque;5;Seyhmuz1453;
Atta'awun Puncak Mosque;5;Widjaja Alam;
Atta'awun Puncak Mosque;5;Orkut Premmm;
Atta'awun Puncak Mosque;5;oktor riyan;
Atta'awun Puncak Mosque;5;Kartika Ekasari;Masjidnya megah, adem, bersih. Cuma kurang di lahan parkir aja karena selalu penuh, wajar sih karena memang bukan sekedar masjid tapi jadi salah satu tujuan wisata kalo ke puncak.
Atta'awun Puncak Mosque;5;Edwin Haris;
Atta'awun Puncak Mosque;5;danan handoko;
Atta'awun Puncak Mosque;5;amarsolusimandiri;
Atta'awun Puncak Mosque;5;wendo gomez;
Atta'awun Puncak Mosque;5;Sapta Griyadi;
Atta'awun Puncak Mosque;5;Eri rizifa183;
Atta'awun Puncak Mosque;5;Nessy haryati;
Atta'awun Puncak Mosque;5;lya ringga;Tempat yg nyaman untuk singgah sebentar melepas lelah dan sholat . Banyak pedagang yg berjualan di area parkir dan harga pun masih wajar. Hanya saja jalan diarea parkir kurang bagus. Mohon untuk diperbaiki
Atta'awun Puncak Mosque;5;melida sari;
Atta'awun Puncak Mosque;5;Kang Rush;
Atta'awun Puncak Mosque;5;Amel sukmaja;pemandangannya bagus suka ajak keluarga kesini melipir
Atta'awun Puncak Mosque;5;M Faizal Ramadhan;Tempatnya adem
Atta'awun Puncak Mosque;3;soni suhartanto;
Atta'awun Puncak Mosque;5;Anis Aryani;
Atta'awun Puncak Mosque;5;Suwarno Nano;
Atta'awun Puncak Mosque;5;Rifky Agustian;Sangat nyaman , bersih , rapih dan ruangan harum
Atta'awun Puncak Mosque;5;ivan gompal;
Atta'awun Puncak Mosque;5;Giebon Gibran;
Atta'awun Puncak Mosque;5;Aldi Aryadi;
Atta'awun Puncak Mosque;5;Sigit Gunawan;"Enak buat nongkrong sama keluarga/sahabat
Dingin pastinya,, masjidnya juga bersih jadi betah sholatnya..."
Atta'awun Puncak Mosque;4;Muhamad Hapiz;
Atta'awun Puncak Mosque;5;Ricky Ardiansyah;Makanan nya enak bisa memilih sesukahati
Atta'awun Puncak Mosque;5;ahmad fatahillah;
Atta'awun Puncak Mosque;5;Andriyatna Andrie (Andrie);Sejuk
Atta'awun Puncak Mosque;5;Ady Ziee;
Atta'awun Puncak Mosque;5;Sania Sadilla;
Atta'awun Puncak Mosque;5;vembra jhon;
Atta'awun Puncak Mosque;5;Susi Dwi Hayanti;Nyaman banget
Atta'awun Puncak Mosque;5;Zoya Aulia Putri Santoso (Sri Suryani);
Atta'awun Puncak Mosque;5;ady supriyanto;
Atta'awun Puncak Mosque;5;Hikmah Bani;
Atta'awun Puncak Mosque;1;Irwan Hermawan;
Atta'awun Puncak Mosque;5;Sulfan Alamsyah;
Atta'awun Puncak Mosque;5;Muhamad Maulana;Adem
Atta'awun Puncak Mosque;5;Rochayah;
Atta'awun Puncak Mosque;5;Ara Boy;Suasana yg buat ngangenin
Atta'awun Puncak Mosque;5;Eka Wahyuni;Mesjidnya bersih, adem, sejuk... suka suasananya
Atta'awun Puncak Mosque;5;Billy Ferdinan;Masjidnya luas. Kamar mandi nyaman tapi airnya dingin. Buka 24jam jadi pilihan rest area terbaiklah ya
Atta'awun Puncak Mosque;5;Nur Cholid;
Atta'awun Puncak Mosque;5;amri soaloon;
Atta'awun Puncak Mosque;5;POINTLINE DESIGN;
Atta'awun Puncak Mosque;5;Raffa Saputra;
Atta'awun Puncak Mosque;5;Djoko Saelan;Bagus
Atta'awun Puncak Mosque;5;Mr Happy Lucky (Mr Happy);Tempat ibadah sambil istirahat sejenak dari hiruk pikuknya kota
Atta'awun Puncak Mosque;4;Abang Arvin Armia;Bersih dan wangi di dalam mesjid... hanya tangga menuju ke mesjid terlalu tinggi untuk lansia agak repot untuk naik.
Atta'awun Puncak Mosque;5;Rian Budi;
Atta'awun Puncak Mosque;5;Om Abdul (Abede);
Atta'awun Puncak Mosque;5;Fikri Arif;
Atta'awun Puncak Mosque;5;Aeni Nuraenius;
Atta'awun Puncak Mosque;5;Asriani Afiyah;
Atta'awun Puncak Mosque;5;Pacetsukahaji@gmail.com B7474ng;
Atta'awun Puncak Mosque;5;Detlafox Studios;
Atta'awun Puncak Mosque;5;Abdul Aziz;
Atta'awun Puncak Mosque;5;Cicio Alfatih;
Atta'awun Puncak Mosque;5;Andang Jaya;
Atta'awun Puncak Mosque;5;Putri Yuniva;
Atta'awun Puncak Mosque;5;s. anto;
Atta'awun Puncak Mosque;5;Didin Komarudin;Alhamdulillah berkah untuk pemilik dan pengurus masjid yg selalu ramah
Atta'awun Puncak Mosque;5;Mhmmd Irsyad;
Atta'awun Puncak Mosque;5;Dhendhen Dhen;
Atta'awun Puncak Mosque;5;fauzie gally;Ok ok
