Masjid  ;stars;name;text
Masjid Agung Keraton Surakarta;5;Solikah (Pruty);InsyaAllah semua umat muslim sdh tahu masjid ini ya tempat nya bersih, adem, nyaman
Masjid Agung Keraton Surakarta;5;slhorg;
Masjid Agung Keraton Surakarta;5;Ahmad Aenurochim;
Masjid Agung Keraton Surakarta;5;Rhapsody DW;"Salah satu ikon sejarah di kota solo. lokasi strategis karena dekat pasar Klewer, alun2, PGS, BTC, Galabo.
Masjidnya luas, bersih, sejuk di dalam kare ada AC dan kipas angin, sejuk diluar karena atapnya tinggi. Kamar mandi dan tempat wudhu wanita bersih airnya segar tersedia kaca juga
Masuk masjid gratis, tp kalau bawa mobil atau motor ya kena parkir.
Bisa untuk recharge energy sekaligus wisata religi"
Masjid Agung Keraton Surakarta;5;Agung Wiranto Setyabudi;Area parkir mobil sedikit jauh dibanding motor bisa masuk ke area mesjid. Banyak area luas disini, tempat wudhu dan toilet bagus. Sejadah karpet pria bagus bersih rapih.
Masjid Agung Keraton Surakarta;5;DANANG SETYO WIBOWO;
Masjid Agung Keraton Surakarta;5;Winn Madsen;okey good
Masjid Agung Keraton Surakarta;5;Pangeran;Adeeeeeeeem bgt Masjid Aggung Keraton Surakarta
Masjid Agung Keraton Surakarta;5;Dianrah;
Masjid Agung Keraton Surakarta;5;Husain Ali;
Masjid Agung Keraton Surakarta;5;Abdul Aziz;Salah satu ikon yang wajib kamu kunjungi selama kamu berkunjung dikota solo, masjid yang penuh dengan sejarah kota Solo dengan keraton Surakarta Hadiningrat, menurut cerita dari literasi masjid ini dibangun dengan menggunakan kayu jati berdiameter cukup besar yang didatangkan dari Alas/hutan di daerah Wonogiri melalui sungai Bengawan Solo, Hal lain kamu juga bisa beribadah sholat 5 waktu terbuka untuk umum, pertama yang dirasakan di tempat ini adalah teduh, nyaman dan semilir angin yang sangat terasa.
Masjid Agung Keraton Surakarta;1;Hassan Mas;
Masjid Agung Keraton Surakarta;5;Mr. Syamsuddin;Tempat nya luas, adem dan segar
Masjid Agung Keraton Surakarta;5;Destiyana Rindi Priyastuti;
Masjid Agung Keraton Surakarta;3;Wiwit Komariana;"Sudah beberapa kali sholat di masjid Agung Kraton Surakarta
Sholat disini serasa sholat di jaman dahulu"
Masjid Agung Keraton Surakarta;5;Hida Yah (Ayak);"Masjid Agung Kraton Surakarta,salah satu masjid  yang  bersejarah,
tempat ibadahnya  cukup besar dan halaman yg luas.
banyak disediakan  meja dan kursi di halaman masjid yang bisa di gunakan buat bersantai
Kamar mandinya juga bersih dan terawat
tempat parkir luas
lokasinya dekat dengan  alun alun dan pasar klewer,"
Masjid Agung Keraton Surakarta;5;mahesa jenar;
Masjid Agung Keraton Surakarta;5;J.S Pratama;
Masjid Agung Keraton Surakarta;5;Fadhullah Teknik;
Masjid Agung Keraton Surakarta;5;Irma Julia;Akses sangat mudah, parkir lega, masjid bersih
Masjid Agung Keraton Surakarta;5;dwieka official;
Masjid Agung Keraton Surakarta;5;sonnyde snydez;what a very old masjid. it so large.
Masjid Agung Keraton Surakarta;5;Made Suasna;Masjidnya buat hati teduh.. Klo ke solo pasti subuhan disini
Masjid Agung Keraton Surakarta;5;rifai idris;"saatnya sejenak istirahat utk menghadap Sang Pencipta alam semesta di masjid agung kraton surakarta.
sangat2 nyaman & tenang ibadah disini.
luas tempatnya, bersih.
tempat wudhunya jga banyak & antri.toilet jga bersih.
jamaah disini buaanyak."
Masjid Agung Keraton Surakarta;1;surya kurniawan;"Untuk para takmir masjid agung surakarta.
Akan lbh baik karpet masjid dilakukan pembersihan menggunakan vacuum cleaner, karpet terlihat bersih dari kejauhan, tapi sangat kotor debu dan ad butiran2 pasir.
Hampir setiap hari sy shalat d masjid agung, sy perhatikan karpet masjid terlihat jrg dbersihkan menggunakan vacuum cleaner.
Terimaksih"
Masjid Agung Keraton Surakarta;5;Erizal Bagus Prabowo;
Masjid Agung Keraton Surakarta;5;Azim Halim;Selalu merasakan kenyamanan saat masuk, aura positif sangat terasa...
Masjid Agung Keraton Surakarta;5;Raka Mahendra S.;"Masjid agung Surakarta yang selalu saya pakai jumatan kalau sedang di Solo. Sangat nyaman sekali apalagi ahbis di renovasi kemarin tambah nyaman dan mempertahankan kesan klasiknya. Sangat instagramable atas ke klasikanya, fasadnya sangat unik oleh lampu kalau malam. Adem banget didalam dan alami sekali. Tempatnya luas dan toiletnya juga sangat banyak. Parkir juga tersedia jasa parkir untuk motor dan mobil. Shalat sambil berwisata budaya.
Overall Recommended."
Masjid Agung Keraton Surakarta;5;hilmi &dzikra toys review;
Masjid Agung Keraton Surakarta;5;Ririn Yuniatiningsih;
Masjid Agung Keraton Surakarta;5;Adnan Kevin;
Masjid Agung Keraton Surakarta;5;Eki Aryanto Cahyo. S;Tempat yang recommended untuk beribadah umat Islam
Masjid Agung Keraton Surakarta;5;Totok Iswanto;
Masjid Agung Keraton Surakarta;5;Nur Hidayati;
Masjid Agung Keraton Surakarta;5;Akhyar Gunawan;
Masjid Agung Keraton Surakarta;5;Arwin Siswanto Putro;Masjidnya sangat indah. Tempatnya bersih, sejuk, nyaman, dan terawat dengan baik. Suasananya tenang dan sangat mendukung kekhusyukan dalam beribadah
Masjid Agung Keraton Surakarta;5;Lala Amaliawati;
Masjid Agung Keraton Surakarta;5;Moh. Royyul 'Ulum;
Masjid Agung Keraton Surakarta;5;Rika Yulia;
Masjid Agung Keraton Surakarta;5;MEDIA FATAMORGANA;"Tepat dipusat Kota Solo membuat Masjid Agung Surakarta selalu ramai dikunjungi jamaah yang singgah datang untuk ibadah, maupun sekedar melepas lelah.
Tergolong bangunan besejarah namun masih nampak kokoh nan megah.

Masjid Agung Surakarta"
Masjid Agung Keraton Surakarta;5;Dessita Qurniawati;
Masjid Agung Keraton Surakarta;5;Arif Agus Cahyadi;Tempat yg bersih,nyaman,dan indah...
Masjid Agung Keraton Surakarta;5;Ardha Eri Yuliana;Selalu menjadi tempat healing yang paling nyaman
Masjid Agung Keraton Surakarta;5;Panji Harsoyo;Kembali melihat tempat ibadah yg ngangeni
Masjid Agung Keraton Surakarta;5;Gusti Bagus;
Masjid Agung Keraton Surakarta;5;Indiah Amri Tehnicha;
Masjid Agung Keraton Surakarta;5;Andy Andy;
Masjid Agung Keraton Surakarta;5;Yunus Wanda;Kamar mandi bersih dan terawat
Masjid Agung Keraton Surakarta;5;yusron khoirudin;
Masjid Agung Keraton Surakarta;5;Albert W;
Masjid Agung Keraton Surakarta;5;Zha Lan;Tempat yang bagus
Masjid Agung Keraton Surakarta;5;Erma Umayah;Masjidnya luas dan lapang, tempat wudhu terpisah laki² dan perempuan
Masjid Agung Keraton Surakarta;5;shinta soetardjo;Masjid heritage, suasana syahdu. Selesai shalat fardhu banyak warga yang masih duduk-duduk di pelataran sekedar melepas penat, tidur atau mengaji
Masjid Agung Keraton Surakarta;5;Adytia F;
Masjid Agung Keraton Surakarta;5;John YS;Masjid beraejarah di Surakarta
Masjid Agung Keraton Surakarta;5;unik uningani;
Masjid Agung Keraton Surakarta;5;Lilis Setiawati;
Masjid Agung Keraton Surakarta;4;windra rizki;
Masjid Agung Keraton Surakarta;5;fitri hamidah;Masyaallah indah, sejuk dan nyaman. Bergaya keraton indah sekali. Nyaman sekali disini...
Masjid Agung Keraton Surakarta;5;arif Ipong;Amazing...
Masjid Agung Keraton Surakarta;5;Abdul Karim;
Masjid Agung Keraton Surakarta;5;riyo gidrang;
Masjid Agung Keraton Surakarta;5;Andi Satria;Disebelah kanan masjid terdapat tempat wudhu dan toilet bersih lumayan luas, untuk sarung ada di lemari mungkin bisa ditambah lagi beberapa untuk sarungnya 😅, didalam masjid nyaman dan rapi👍
Masjid Agung Keraton Surakarta;5;Ambar Wahyu;Masjid nya bagus, khas solo, kejawen gt, ada nuansa keraton nya. Di bagian cewe, terdapat 8 ac. Dingin, sejuk, nyaman. Kamar mandi byk, gak perlu antri lama
Masjid Agung Keraton Surakarta;4;Soepriyadi Soepriyadi;Masjid kuno, kamar mandi kurang bersih, ramai, nyaman
Masjid Agung Keraton Surakarta;3;Lilik Rika Roslika;Kurang terawat
Masjid Agung Keraton Surakarta;5;Enka;"Masjid Ini sangat bersih,
Ada tempat penitipatan barang / sandal dengan bayar seiklasnya.
Bisa untuk istirahat di area luar masjid,
Berkali” shaalat disini memang menyejukan ❤️"
Masjid Agung Keraton Surakarta;5;cos jr;
Masjid Agung Keraton Surakarta;5;Indra Effendy;"A very huge Masjid, so it was spectacular at the moment it was built. People were taking rest on the terrace, and it was comfort to pray inside.
It was a great experience to pray in a historical religious Masjid"
Masjid Agung Keraton Surakarta;5;D W;
Masjid Agung Keraton Surakarta;5;andro NEKO;Bagus juga, kran wudhu banyak, toilet banyak, masjid luas, parkir juga aman. Arsitektur masih layaknya bangunan jaman dahulu. Oke juga buat sekedar jalan jalan atau memang mau beribadah bagi umat muslim
Masjid Agung Keraton Surakarta;5;Dea Ferdrina;"Masjid Agung Kraton Surakarta, tempat bersejarah dan tempat ibadah dengan kapasitas cukup besar dan halaman yg luas. Tersedia banyak meja kursi di halaman masjid bisa untuk bersantai. Kamar mandi bersih terawat, lingkungan bersih tanpa sampah. Parkir depan dan samping masjid, dalam masjid bersih dijaga dengan baik.. Tempat ibadahnya sejuk, nyaman dan bikin betah...
lokasinya dekat alun alun dan pasar klewer."
Masjid Agung Keraton Surakarta;4;dio dhimas hadhi broto;Historical masjid from around 1689
Masjid Agung Keraton Surakarta;5;yudi ahmad;Masjid yang besar dapat memuat banyak jamaah, air bersih dan ditengah kota
Masjid Agung Keraton Surakarta;4;sri gunawan;Bersih ramai
Masjid Agung Keraton Surakarta;3;iqbal dian;Masjid Kuno, ikonik, rame sebagai tempat Ibadah dan istirahat bagi yang mau ke Pasar Klewer..sayangnya toilet dan tempat wudhu kurang bersih
Masjid Agung Keraton Surakarta;4;Ihya Uddin;Lumayan tapi kurang terawat
Masjid Agung Keraton Surakarta;5;ANNISA NUR AULIA ARRAZAQ;Nyore disini sekalian solat asar n Maghrib disini. Tempatnya luas, rapi dan bersih.
Masjid Agung Keraton Surakarta;5;Momy Suryo A;
Masjid Agung Keraton Surakarta;5;Muhammad Rayhan Hanif;
Masjid Agung Keraton Surakarta;5;arianto sutomo;Lokasinya strategis.  Adem. Seberang pasar Klewer.
Masjid Agung Keraton Surakarta;5;Lee Koock (Aidil);
Masjid Agung Keraton Surakarta;5;Y H;
Masjid Agung Keraton Surakarta;5;IMS VLOG;"Masjid bersejarah kota Solo. Monggo mampir.

Halaman parkir mobil luas,
Akses mudah,
Tempat wudhu banyak,
Buat istirahat juga cocok."
Masjid Agung Keraton Surakarta;5;tito sandopartino;Good
Masjid Agung Keraton Surakarta;5;Hanif M;"Lebih luas dari masjid agung keraton Yogyakarta. Dengan nuansa biru putih khas kasunanan Yogyakarta.

Berkunjung kesini pas hari Jumat, petugas kebersihan dan takmir nya ramah ramah.

Plus, masjid ini masih aktif digunakan untuk kegiatan dan kajian keislaman oleh masyarakat sekitar."
Masjid Agung Keraton Surakarta;5;Siroj Al Anshori;nyaman bersih, bangunannya khas dan terpelihara, vibe keratonnya berasa.... tiap hari ada kajian subuh, tiap akhir pekan ada kajian maghrib,
Masjid Agung Keraton Surakarta;5;sigit;Rehat sejenak dari aktifitas belanja,
Masjid Agung Keraton Surakarta;5;cikdung ahmad basri;Alhamdulillah ketika berada di Solo , menyempatkan singgah di masjid Agung Surakarta. Masjidnya adem, ciri khas Clasik, membuat hati tenang, samping pasar Klewer dan Keraton,
Masjid Agung Keraton Surakarta;5;Ranggi Irawan;
Masjid Agung Keraton Surakarta;5;Nayya Family Channel;Masjid kebanggaan orang Surakarta.. Masjid mewah dan nyaman.. Alhamdulillah prnah mampir kesini.. Semoga selalu terawat dan nersih
Masjid Agung Keraton Surakarta;5;Miftahul Arozaq;
Masjid Agung Keraton Surakarta;5;Yulianisa;
Masjid Agung Keraton Surakarta;5;Dwi Setiadi;Nuansa Jawa Klasik, bersih dan penuh nilai sejarah , Alhamdulillah diberi kesempatan mampir sholat ..
Masjid Agung Keraton Surakarta;5;Sukma Prasetya Adityawarman;
Masjid Agung Keraton Surakarta;5;Mr Nadikus88 (nadikus88);Mantap
Masjid Agung Keraton Surakarta;5;Dias Ryan;
Masjid Agung Keraton Surakarta;5;Iin Indhah;
Masjid Agung Keraton Surakarta;5;Irsyad Iffano;Masjid dengan suasana ke walian dan kolonial budaya. Bagus untuk menenangkan diri dan menikmati suasana heritage
Masjid Agung Keraton Surakarta;5;Iron Man;Masjid Agung Kraton Surakarta
Masjid Agung Keraton Surakarta;5;Radit Jammakcraft;
Masjid Agung Keraton Surakarta;5;Amir Rosyidi;
Masjid Agung Keraton Surakarta;5;Muhammad agung “Sikatt”;nice
Masjid Agung Keraton Surakarta;5;Sri Waluyo;
Masjid Agung Keraton Surakarta;5;Riyan Saputra;Bagus
Masjid Agung Keraton Surakarta;5;Abdul Halim;Tempat ternyaman
Masjid Agung Keraton Surakarta;5;Kamelia Balqis;
Masjid Agung Keraton Surakarta;5;أبو نجاة نور بن إرحم;
Masjid Agung Keraton Surakarta;5;Fau2an A1im;Sejuk saat di dalam dan ruangannya luas
Masjid Agung Keraton Surakarta;5;MOHAMAD SOEDARMAWAN;Masjidnya berbentuk semacam joglo
Masjid Agung Keraton Surakarta;5;bakul klewer;Nyaman
Masjid Agung Keraton Surakarta;5;Win Astro;
Masjid Agung Keraton Surakarta;5;Rahmawati Oktriana;
Masjid Agung Keraton Surakarta;5;andi ganz79;Masjid dgn gaya kuno yg msh menjaga nilai historisnya ssmpai sekarang
Masjid Agung Keraton Surakarta;5;Adri Ahmad;
Masjid Agung Keraton Surakarta;5;Fahmi Andrian;
Masjid Agung Keraton Surakarta;5;RUQYAH ASWAJA OFFICIAL;Tempat Ziarah dan Ngaji yang tenang dan adem...
Masjid Agung Keraton Surakarta;5;TAUFIQ ISMAIL;
Masjid Agung Keraton Surakarta;5;Hari Waspodo;
Masjid Agung Keraton Surakarta;5;Gupon;
Masjid Agung Keraton Surakarta;4;Mega AMD;
Masjid Agung Keraton Surakarta;5;Eri Tri;
Masjid Agung Keraton Surakarta;5;Dessy Dian;Bagus tenang bersih dan nyaman ...klasiknya masih dapet bngt ...
Masjid Agung Keraton Surakarta;3;tendy kurnia saputra;
Masjid Agung Keraton Surakarta;5;U. Fahmi;
Masjid Agung Keraton Surakarta;5;Anggy Elyn Febriani;
Masjid Agung Keraton Surakarta;5;Ayateellah Fashion;
Masjid Agung Keraton Surakarta;5;Rian Megacahya;
Masjid Agung Keraton Surakarta;5;Edy Mantep Mantep;Masjid Agung Kraton Solo salah satu masjid bersejarah dan tertua dikota solo yg berlokasi dikeraton . Yg sangat viral diseantero Nusantara. Dan masjid ini sangat unik karena berarsitekstur jawa kuna . Dan bersebelahan dgn pasar klewer pusat perekonomian solo. Tempatnya adem dan nyaman utk beribadah. Dan biasanya utk pusat wisata religi.
Masjid Agung Keraton Surakarta;5;Ardi Anugrah;baru saja di renovasi
Masjid Agung Keraton Surakarta;5;Kevin Rama;
Masjid Agung Keraton Surakarta;5;Mohammad Azwar;Tempat wudhu dan toilet dibangun yg baru, bersih dan lapang
Masjid Agung Keraton Surakarta;5;RAKA RAKA;
Masjid Agung Keraton Surakarta;5;devi astuti;Aku seneng bngt ibadah disini..apa lg melihat air yang melimpah .segar sekali .betah berlama lama di masjid ini.. ibu ku seneng sekali berada disini
Masjid Agung Keraton Surakarta;5;Eko Ari Wibowo;Susana lawasan yang religius
Masjid Agung Keraton Surakarta;5;Lia;Luas bersih
Masjid Agung Keraton Surakarta;5;waluyo ibn dischman;Bersih dan nyaman
Masjid Agung Keraton Surakarta;5;Giharto H;Saat sholat jumat.
Masjid Agung Keraton Surakarta;5;Ahmad Ammar Muzakky;
Masjid Agung Keraton Surakarta;5;M. Syaiful Gufron;
Masjid Agung Keraton Surakarta;4;Senjaya Setianto;Dalem mesjidnya luas dan bersih. Tapi tempat wudhu dan toiletnya agak kotor jadi mungkin kurang nyaman terutama ketika hujan deras.
Masjid Agung Keraton Surakarta;5;Alfario Futtaqi Hartono;Masjidnya besar dan nyaman, bisa digunakan untuk beristirahat sejenak.
Masjid Agung Keraton Surakarta;5;Rizki Nur Rokhim;
Masjid Agung Keraton Surakarta;5;Wahyu D. Prastiwi;
Masjid Agung Keraton Surakarta;4;BomBomGuys 1;Sholat jumàt di majid agung...nuansa jawa...setelah sholat jumat dilanjutkan dengan sholet jenasah..
Masjid Agung Keraton Surakarta;5;mukhlis nawawi;Alhamdulillaah...  Tempat yg menjadikan Hati Tenang fikiran jernih dg berdzikir bersama  (sholat wajib 5 waktu n Majlis ilmu Bada sholat subuh)  inilah tempat sebaik baiknya di muka bumi
Masjid Agung Keraton Surakarta;5;Budi PR;Salah satu peninggalan sejarah kraton Surakarta yang masih sangat terawat dengan baik, masjid dengan arsitertur jawa berbentuk joglo dengan menonjolkan bahan kayu jati berkualitas baik, lokasi dekat pasar Klewer dan tengkleng legendaris bu Edi
Masjid Agung Keraton Surakarta;5;Jati Kurniawan;
Masjid Agung Keraton Surakarta;5;Jati Kurniawan;
Masjid Agung Keraton Surakarta;5;March Setya Kurniawan;
Masjid Agung Keraton Surakarta;5;ema mahardika;Sering mampir sholat di sini, adem banget masjidnya, dan ramah anak juga 👍
Masjid Agung Keraton Surakarta;5;wahyu candra putra;
Masjid Agung Keraton Surakarta;5;Alim Khattab;Masjid sejarah.. Tidak disangka bisa mampir kesini..
Masjid Agung Keraton Surakarta;5;Sandy Rifky;Tempat yang nyaman untuk me-time
Masjid Agung Keraton Surakarta;5;rasendriya omarraza;
Masjid Agung Keraton Surakarta;5;AIMUSTAQIEM HNI QM Aifeex (EMAS QM • HALALMART HNI);
Masjid Agung Keraton Surakarta;4;neptuno neptuno;
Masjid Agung Keraton Surakarta;5;Afif Amrullah;
Masjid Agung Keraton Surakarta;5;Fauzi Prasetyo;
Masjid Agung Keraton Surakarta;5;Rizky Fajar Adys Hermawan;
Masjid Agung Keraton Surakarta;5;Nayla_ thiraz;merasa nyaman dan tenang disini
Masjid Agung Keraton Surakarta;5;Untung bagiya bagiya;Sangat Sejuh Damai Dan khusuk Alhamdulillah
Masjid Agung Keraton Surakarta;5;Suherman Man;
Masjid Agung Keraton Surakarta;5;jilan namira;
Masjid Agung Keraton Surakarta;5;Sukesi Monica;Bersih besar indah adem
Masjid Agung Keraton Surakarta;5;Fitrie Dewi;
Masjid Agung Keraton Surakarta;5;12 MUHAMMAD ALIM;
Masjid Agung Keraton Surakarta;5;wawan;
Masjid Agung Keraton Surakarta;5;Anis Choirunnisa;
Masjid Agung Keraton Surakarta;5;Dyah Ayun;Sejuk banget d dalam masjidnya....serambi juga luas nyaman buat istirahat
Masjid Agung Keraton Surakarta;5;Agesta Azhari;
Masjid Agung Keraton Surakarta;5;Yusuf Nugie;
Masjid Agung Keraton Surakarta;5;idaayu ketutasri;
Masjid Agung Keraton Surakarta;5;Hajun Neko;
Masjid Agung Keraton Surakarta;5;Fitya Octa D;
Masjid Agung Keraton Surakarta;5;Si Kecil;Bagus ramai
Masjid Agung Keraton Surakarta;5;Henry Hendiyar;
Masjid Agung Keraton Surakarta;4;Roslan Diantoro;
Masjid Agung Keraton Surakarta;5;purwoto achmad;Shalat dzuhur saat cuaca panas tapi hati teduh.
Masjid Agung Keraton Surakarta;5;Kurnia Chasanah;Masjid Agung yang sangat estetik... Alangkah lebih baik lagi kl toilet lebih bersih dan wangi
Masjid Agung Keraton Surakarta;5;Dafiqz;Cozy
Masjid Agung Keraton Surakarta;5;Gilink Cavalera;Masjid punya keraton solo....
Masjid Agung Keraton Surakarta;5;danie maulana lutfie;Sholat Jumat setelah libur lebaran di Masjid Agung Kraton Surakarta
Masjid Agung Keraton Surakarta;4;Al-Amien Aditya;
Masjid Agung Keraton Surakarta;5;ilmi difna yurinda rochma;
Masjid Agung Keraton Surakarta;5;Anas Asari;Stay
